n_points_in       x_min       y_min       z_min       x_max       y_max       z_max      dx_out      dy_out      dz_out
       21822  1152.77000    71.07100     0.00000 25779.70000  9926.20000     1.00000     9.47609     9.47609     1.00000
x(m)        y(m)        z(m)        q(m^2/s)
 16758.50000  6514.81000     0.00000   206.61640
 16834.30000  6514.81000     0.00000   208.81200
 16910.10000  6514.81000     0.00000   207.83170
 16985.90000  6514.81000     0.00000   206.11820
 17061.70000  6514.81000     0.00000   206.67170
 17137.50000  6514.81000     0.00000   198.15340
 17213.30000  6514.81000     0.00000   213.86310
 17289.10000  6514.81000     0.00000   218.76760
 17364.90000  6514.81000     0.00000   211.56770
 17440.70000  6514.81000     0.00000   214.97260
 17516.60000  6514.81000     0.00000   213.12080
 17592.40000  6514.81000     0.00000   214.48050
 17668.20000  6514.81000     0.00000   185.83810
 17744.00000  6514.81000     0.00000   245.51330
 17819.80000  6514.81000     0.00000   253.93390
 17895.60000  6514.81000     0.00000   251.92960
 17971.40000  6514.81000     0.00000   251.43200
 18047.20000  6514.81000     0.00000   167.47810
 18123.00000  6514.81000     0.00000   212.32350
 18198.80000  6514.81000     0.00000   211.74470
 18274.60000  6514.81000     0.00000   210.97670
 18350.40000  6514.81000     0.00000   210.53740
 18426.30000  6514.81000     0.00000   209.65560
 18502.10000  6514.81000     0.00000   208.81960
 18577.90000  6514.81000     0.00000   208.80680
 18653.70000  6514.81000     0.00000   181.79260
 18729.50000  6514.81000     0.00000   182.24950
 18805.30000  6514.81000     0.00000   183.50480
 18881.10000  6514.81000     0.00000   182.84940
 18956.90000  6514.81000     0.00000   182.39390
 19032.70000  6514.81000     0.00000   215.17030
 19108.50000  6514.81000     0.00000   250.45940
 19184.30000  6514.81000     0.00000   248.30120
 19260.20000  6514.81000     0.00000   187.17530
 19336.00000  6514.81000     0.00000   186.98590
 19411.80000  6514.81000     0.00000   186.60360
 19487.60000  6514.81000     0.00000   186.53770
 19563.40000  6514.81000     0.00000   185.59150
 19639.20000  6514.81000     0.00000   169.40340
 19715.00000  6514.81000     0.00000   208.51100
 19790.80000  6514.81000     0.00000   250.95090
 19866.60000  6514.81000     0.00000   253.81310
 19942.40000  6514.81000     0.00000   213.94730
 20018.20000  6514.81000     0.00000   213.46010
 20094.00000  6514.81000     0.00000   205.76570
 20169.90000  6514.81000     0.00000   200.64570
 20245.70000  6514.81000     0.00000     0.00000
 20321.50000  6514.81000     0.00000   208.67660
 20397.30000  6514.81000     0.00000   268.82160
 20473.10000  6514.81000     0.00000   263.32570
 20548.90000  6514.81000     0.00000   197.17720
 20624.70000  6514.81000     0.00000   246.91410
 20700.50000  6514.81000     0.00000   200.40850
 20776.30000  6514.81000     0.00000   237.80390
 20852.10000  6514.81000     0.00000   199.86210
 20927.90000  6514.81000     0.00000   198.64130
 21003.80000  6514.81000     0.00000   197.06500
 21079.60000  6514.81000     0.00000   138.82660
 21155.40000  6514.81000     0.00000   138.69630
 21231.20000  6514.81000     0.00000   245.01860
 21307.00000  6514.81000     0.00000   148.45700
 21382.80000  6514.81000     0.00000   133.99470
 21458.60000  6514.81000     0.00000   252.34550
 21534.40000  6514.81000     0.00000     0.00000
 21610.20000  6514.81000     0.00000     0.00000
 21686.00000  6514.81000     0.00000     0.00000
 21761.80000  6514.81000     0.00000     0.00000
 21837.60000  6514.81000     0.00000   287.98260
 21913.50000  6514.81000     0.00000   284.72130
 21989.30000  6514.81000     0.00000   250.96290
 22065.10000  6514.81000     0.00000     0.00000
 22140.90000  6514.81000     0.00000     0.00000
 22216.70000  6514.81000     0.00000     0.00000
 22292.50000  6514.81000     0.00000   125.93580
 22368.30000  6514.81000     0.00000   259.48990
 22444.10000  6514.81000     0.00000   259.39150
 22519.90000  6514.81000     0.00000   163.05690
 22595.70000  6514.81000     0.00000   269.44500
 22671.50000  6514.81000     0.00000   198.25250
 22747.40000  6514.81000     0.00000   198.03220
 22823.20000  6514.81000     0.00000   265.50150
 22899.00000  6514.81000     0.00000   212.78500
 22974.80000  6514.81000     0.00000   213.17600
 23050.60000  6514.81000     0.00000   215.11270
 23126.40000  6514.81000     0.00000   214.10490
 23202.20000  6514.81000     0.00000   217.81880
 23278.00000  6514.81000     0.00000   218.30600
 23353.80000  6514.81000     0.00000   276.87730
 23429.60000  6514.81000     0.00000   220.14350
 23505.40000  6514.81000     0.00000   221.67860
 23581.20000  6514.81000     0.00000   197.88430
 23657.10000  6514.81000     0.00000   200.34290
 23732.90000  6514.81000     0.00000   199.00100
 23808.70000  6514.81000     0.00000   202.24600
 23884.50000  6514.81000     0.00000   201.06190
 23960.30000  6514.81000     0.00000   249.83550
 24036.10000  6514.81000     0.00000   264.79090
 24111.90000  6514.81000     0.00000   265.30540
 24187.70000  6514.81000     0.00000     0.00000
 24263.50000  6514.81000     0.00000   243.67440
 24339.30000  6514.81000     0.00000   180.07220
 24415.10000  6514.81000     0.00000   171.65900
 24491.00000  6514.81000     0.00000   165.77920
 24566.80000  6514.81000     0.00000     0.00000
 24642.60000  6514.81000     0.00000   266.13870
 24718.40000  6514.81000     0.00000   262.61100
 24794.20000  6514.81000     0.00000   258.29430
 24870.00000  6514.81000     0.00000     0.00000
 24945.80000  6514.81000     0.00000     0.00000
 25021.60000  6514.81000     0.00000     0.00000
 25097.40000  6514.81000     0.00000   166.00940
 25173.20000  6514.81000     0.00000   248.30850
 25249.00000  6514.81000     0.00000   194.19070
 25324.80000  6514.81000     0.00000   192.15500
 25400.70000  6514.81000     0.00000   252.23460
 25476.50000  6514.81000     0.00000     0.00000
  5842.01000  6516.33000     0.00000     0.00000
  5843.99000  6516.79000     0.00000     0.00000
 11611.60000  6522.95000     0.00000     0.00000
 11603.50000  6526.41000     0.00000     0.00000
 11542.80000  6529.97000     0.00000     0.00000
  1160.72000  6533.66000     0.00000     0.00000
  5917.82000  6533.83000     0.00000     0.00000
  5942.55000  6539.54000     0.00000     0.00000
 11527.70000  6540.12000     0.00000     0.00000
  5993.63000  6551.34000     0.00000     0.00000
 11493.10000  6556.02000     0.00000     0.00000
  6041.11000  6562.30000     0.00000     0.00000
  6069.44000  6568.84000     0.00000     0.00000
 11474.40000  6571.82000     0.00000     0.00000
  6139.68000  6585.05000     0.00000     0.00000
  6145.24000  6586.34000     0.00000     0.00000
  1217.68000  6590.62000     0.00000     0.00000
 11527.70000  6590.62000     0.00000     0.00000
  1293.49000  6590.62000     0.00000     0.00000
  1369.29000  6590.62000     0.00000     0.00000
  3416.13000  6590.62000     0.00000   251.82380
  3567.75000  6590.62000     0.00000   266.17080
  3491.94000  6590.62000     0.00000   252.76760
 11473.70000  6590.62000     0.00000     0.00000
 11603.50000  6590.62000     0.00000     0.00000
 11679.30000  6590.62000     0.00000    83.67510
  1445.10000  6590.62000     0.00000     0.00000
  1520.91000  6590.62000     0.00000     0.00000
  1596.72000  6590.62000     0.00000     0.00000
  1672.53000  6590.62000     0.00000     0.00000
  1748.34000  6590.62000     0.00000     0.00000
  1824.15000  6590.62000     0.00000     0.00000
  1899.96000  6590.62000     0.00000     0.00000
  1975.76000  6590.62000     0.00000     0.00000
  2051.57000  6590.62000     0.00000     0.00000
  2127.38000  6590.62000     0.00000     0.00000
  2203.19000  6590.62000     0.00000     0.00000
  2279.00000  6590.62000     0.00000     0.00000
  2354.81000  6590.62000     0.00000     0.00000
  2430.62000  6590.62000     0.00000     0.00000
  2506.43000  6590.62000     0.00000     0.00000
  2582.23000  6590.62000     0.00000    31.11840
  2658.04000  6590.62000     0.00000    63.73830
  2733.85000  6590.62000     0.00000    87.21770
  2809.66000  6590.62000     0.00000   101.94090
  2885.47000  6590.62000     0.00000   114.51540
  2961.28000  6590.62000     0.00000   128.54910
  3037.09000  6590.62000     0.00000   146.16220
  3112.90000  6590.62000     0.00000   170.70610
  3188.70000  6590.62000     0.00000   172.68180
  3264.51000  6590.62000     0.00000   209.19780
  3340.32000  6590.62000     0.00000   212.62230
  3643.56000  6590.62000     0.00000   302.52870
  3719.36000  6590.62000     0.00000   327.97000
  3795.17000  6590.62000     0.00000   372.66310
  3870.98000  6590.62000     0.00000   379.68090
  3946.79000  6590.62000     0.00000   512.71200
  4022.60000  6590.62000     0.00000   375.12560
  4098.41000  6590.62000     0.00000   421.91410
  4174.22000  6590.62000     0.00000   958.48320
  4250.03000  6590.62000     0.00000   522.23380
  4325.83000  6590.62000     0.00000   438.54060
  4401.64000  6590.62000     0.00000   370.15200
  4477.45000  6590.62000     0.00000   351.65080
  4553.26000  6590.62000     0.00000   513.41410
  4629.07000  6590.62000     0.00000   352.97990
  4704.88000  6590.62000     0.00000   140.80480
  4780.69000  6590.62000     0.00000     0.00000
  4856.50000  6590.62000     0.00000     0.00000
  4932.30000  6590.62000     0.00000     0.00000
  5008.11000  6590.62000     0.00000     0.00000
  5083.92000  6590.62000     0.00000     0.00000
  5159.73000  6590.62000     0.00000     0.00000
  5235.54000  6590.62000     0.00000     0.00000
  5311.35000  6590.62000     0.00000     0.00000
  5387.16000  6590.62000     0.00000     0.00000
  5462.97000  6590.62000     0.00000     0.00000
  5538.77000  6590.62000     0.00000     0.00000
  5614.58000  6590.62000     0.00000     0.00000
  5690.39000  6590.62000     0.00000     0.00000
  5766.20000  6590.62000     0.00000     0.00000
 11755.10000  6590.62000     0.00000   167.56920
 11830.90000  6590.62000     0.00000   176.95750
 11906.70000  6590.62000     0.00000   175.40740
 11982.50000  6590.62000     0.00000   180.65640
 12058.30000  6590.62000     0.00000   232.59800
 12134.10000  6590.62000     0.00000   211.85660
 12209.90000  6590.62000     0.00000   230.85080
 12285.80000  6590.62000     0.00000   236.39870
 12361.60000  6590.62000     0.00000   244.41910
 12437.40000  6590.62000     0.00000   264.62550
 12513.20000  6590.62000     0.00000   286.34290
 12589.00000  6590.62000     0.00000   261.91810
 12664.80000  6590.62000     0.00000   279.53480
 12740.60000  6590.62000     0.00000   305.10480
 12816.40000  6590.62000     0.00000   331.27160
 12892.20000  6590.62000     0.00000   288.12520
 12968.00000  6590.62000     0.00000   274.68700
 13043.80000  6590.62000     0.00000   243.53250
 13119.60000  6590.62000     0.00000   245.26660
 13195.50000  6590.62000     0.00000   264.06730
 13271.30000  6590.62000     0.00000   235.47060
 13347.10000  6590.62000     0.00000   238.05060
 13422.90000  6590.62000     0.00000   225.17620
 13498.70000  6590.62000     0.00000   238.08860
 13574.50000  6590.62000     0.00000   231.97710
 13650.30000  6590.62000     0.00000   232.49030
 13726.10000  6590.62000     0.00000   232.69160
 13801.90000  6590.62000     0.00000   222.80930
 13877.70000  6590.62000     0.00000   226.46090
 13953.50000  6590.62000     0.00000   240.43110
 14029.30000  6590.62000     0.00000   232.95940
 14105.20000  6590.62000     0.00000   191.96010
 14181.00000  6590.62000     0.00000   185.87960
 14256.80000  6590.62000     0.00000   187.21840
 14332.60000  6590.62000     0.00000   177.72900
 14408.40000  6590.62000     0.00000   174.65860
 14484.20000  6590.62000     0.00000   186.71700
 14560.00000  6590.62000     0.00000   157.95610
  6145.24000  6590.62000     0.00000     0.00000
 14635.80000  6590.62000     0.00000   141.03510
  6163.78000  6590.62000     0.00000     0.00000
 14711.60000  6590.62000     0.00000   154.95990
  5917.82000  6590.62000     0.00000     0.00000
 14787.40000  6590.62000     0.00000   174.61000
  5842.01000  6590.62000     0.00000     0.00000
 14863.20000  6590.62000     0.00000   179.19220
 14939.10000  6590.62000     0.00000   177.81210
  5993.63000  6590.62000     0.00000     0.00000
 15014.90000  6590.62000     0.00000   181.94500
 15090.70000  6590.62000     0.00000   181.36220
  6069.44000  6590.62000     0.00000     0.00000
 15166.50000  6590.62000     0.00000   155.96660
 15242.30000  6590.62000     0.00000   157.57010
 15318.10000  6590.62000     0.00000   162.27540
 15393.90000  6590.62000     0.00000   160.41520
 15469.70000  6590.62000     0.00000   111.77770
 15545.50000  6590.62000     0.00000   246.31140
 15621.30000  6590.62000     0.00000   249.00590
 15697.10000  6590.62000     0.00000   153.40270
 15773.00000  6590.62000     0.00000   154.31290
 15848.80000  6590.62000     0.00000   132.36830
 15924.60000  6590.62000     0.00000   137.76690
 16000.40000  6590.62000     0.00000   198.97740
 16076.20000  6590.62000     0.00000   202.88510
 16152.00000  6590.62000     0.00000   202.30550
 16227.80000  6590.62000     0.00000   204.51180
 16303.60000  6590.62000     0.00000   204.74240
 16379.40000  6590.62000     0.00000   205.57830
 16455.20000  6590.62000     0.00000   205.23830
 16531.00000  6590.62000     0.00000   206.45180
 16606.80000  6590.62000     0.00000   206.22460
 16682.70000  6590.62000     0.00000   209.43630
 16758.50000  6590.62000     0.00000   209.82360
 16834.30000  6590.62000     0.00000   211.57440
 16910.10000  6590.62000     0.00000   210.46130
 16985.90000  6590.62000     0.00000   211.93390
 17061.70000  6590.62000     0.00000   212.54840
 17137.50000  6590.62000     0.00000   245.79410
 17213.30000  6590.62000     0.00000   247.36240
 17289.10000  6590.62000     0.00000   249.62650
 17364.90000  6590.62000     0.00000   248.34160
 17440.70000  6590.62000     0.00000   164.72600
 17516.60000  6590.62000     0.00000   168.29200
 17592.40000  6590.62000     0.00000   209.39010
 17668.20000  6590.62000     0.00000   209.81470
 17744.00000  6590.62000     0.00000   209.15470
 17819.80000  6590.62000     0.00000   209.25350
 17895.60000  6590.62000     0.00000   208.11390
 17971.40000  6590.62000     0.00000   209.04330
 18047.20000  6590.62000     0.00000   207.39050
 18123.00000  6590.62000     0.00000   206.62430
 18198.80000  6590.62000     0.00000   180.08610
 18274.60000  6590.62000     0.00000   179.67960
 18350.40000  6590.62000     0.00000   180.80390
 18426.30000  6590.62000     0.00000   182.60620
 18502.10000  6590.62000     0.00000   212.17190
 18577.90000  6590.62000     0.00000   212.46530
 18653.70000  6590.62000     0.00000   211.39730
 18729.50000  6590.62000     0.00000   211.07210
 18805.30000  6590.62000     0.00000   186.63140
 18881.10000  6590.62000     0.00000   255.92640
 18956.90000  6590.62000     0.00000   244.54890
 19032.70000  6590.62000     0.00000   244.91200
 19108.50000  6590.62000     0.00000   168.89300
 19184.30000  6590.62000     0.00000   165.50700
 19260.20000  6590.62000     0.00000   210.26950
 19336.00000  6590.62000     0.00000   211.64570
 19411.80000  6590.62000     0.00000   248.81920
 19487.60000  6590.62000     0.00000   210.12920
 19563.40000  6590.62000     0.00000   203.81800
 19639.20000  6590.62000     0.00000   250.35780
 19715.00000  6590.62000     0.00000     0.00000
 19790.80000  6590.62000     0.00000     0.00000
 19866.60000  6590.62000     0.00000   204.36680
 19942.40000  6590.62000     0.00000   204.00020
 20018.20000  6590.62000     0.00000   200.22580
 20094.00000  6590.62000     0.00000   194.13630
 20169.90000  6590.62000     0.00000   262.89250
 20245.70000  6590.62000     0.00000   245.58670
 20321.50000  6590.62000     0.00000   198.73510
 20397.30000  6590.62000     0.00000   198.36940
 20473.10000  6590.62000     0.00000   243.93000
 20548.90000  6590.62000     0.00000   239.04300
 20624.70000  6590.62000     0.00000   151.71900
 20700.50000  6590.62000     0.00000   141.27470
 20776.30000  6590.62000     0.00000   132.00860
 20852.10000  6590.62000     0.00000   137.92600
 20927.90000  6590.62000     0.00000   147.35660
 21003.80000  6590.62000     0.00000   147.71870
 21079.60000  6590.62000     0.00000   241.31420
 21155.40000  6590.62000     0.00000   133.32600
 21231.20000  6590.62000     0.00000     0.00000
 21307.00000  6590.62000     0.00000   249.95530
 21382.80000  6590.62000     0.00000     0.00000
 21458.60000  6590.62000     0.00000     0.00000
 21534.40000  6590.62000     0.00000     0.00000
 21610.20000  6590.62000     0.00000   284.17690
 21686.00000  6590.62000     0.00000   276.16330
 21761.80000  6590.62000     0.00000   249.14710
 21837.60000  6590.62000     0.00000     0.00000
 21913.50000  6590.62000     0.00000   125.05770
 21989.30000  6590.62000     0.00000   124.11130
 22065.10000  6590.62000     0.00000   122.20330
 22140.90000  6590.62000     0.00000   226.33460
 22216.70000  6590.62000     0.00000   256.45680
 22292.50000  6590.62000     0.00000   197.25860
 22368.30000  6590.62000     0.00000   267.84220
 22444.10000  6590.62000     0.00000   265.48500
 22519.90000  6590.62000     0.00000   210.73270
 22595.70000  6590.62000     0.00000   264.52980
 22671.50000  6590.62000     0.00000   212.42750
 22747.40000  6590.62000     0.00000   212.46010
 22823.20000  6590.62000     0.00000   213.90070
 22899.00000  6590.62000     0.00000   214.72460
 22974.80000  6590.62000     0.00000   214.68000
 23050.60000  6590.62000     0.00000   271.68220
 23126.40000  6590.62000     0.00000   271.91390
 23202.20000  6590.62000     0.00000   192.31630
 23278.00000  6590.62000     0.00000   192.65350
 23353.80000  6590.62000     0.00000   193.73880
 23429.60000  6590.62000     0.00000   194.32310
 23505.40000  6590.62000     0.00000   195.94500
 23581.20000  6590.62000     0.00000   192.09230
  1162.91000  6590.62000     0.00000     0.00000
 23657.10000  6590.62000     0.00000   123.42820
 23732.90000  6590.62000     0.00000   185.75710
 23808.70000  6590.62000     0.00000   248.96020
 23884.50000  6590.62000     0.00000   264.97990
 23960.30000  6590.62000     0.00000   259.52100
 24036.10000  6590.62000     0.00000     0.00000
 24111.90000  6590.62000     0.00000   243.87280
 24187.70000  6590.62000     0.00000   169.21370
 24263.50000  6590.62000     0.00000   166.95100
 24339.30000  6590.62000     0.00000     0.00000
 24415.10000  6590.62000     0.00000   170.86780
 24491.00000  6590.62000     0.00000   262.55230
 24566.80000  6590.62000     0.00000   253.90250
 24642.60000  6590.62000     0.00000   153.37920
 24718.40000  6590.62000     0.00000     0.00000
 24794.20000  6590.62000     0.00000     0.00000
 24870.00000  6590.62000     0.00000   166.34400
 24945.80000  6590.62000     0.00000   194.15180
 25021.60000  6590.62000     0.00000   245.41650
 25097.40000  6590.62000     0.00000   184.86380
 25173.20000  6590.62000     0.00000   250.06530
 25249.00000  6590.62000     0.00000   184.04330
 25324.80000  6590.62000     0.00000   180.68830
 25400.70000  6590.62000     0.00000   238.34410
 25476.50000  6590.62000     0.00000   194.67640
 25552.30000  6590.62000     0.00000   192.68600
 25628.10000  6590.62000     0.00000     0.00000
 25703.90000  6590.62000     0.00000   136.42180
 25779.70000  6590.62000     0.00000   141.17780
  6221.05000  6603.84000     0.00000     0.00000
  1162.91000  6611.67000     0.00000     0.00000
 11473.70000  6612.49000     0.00000     0.00000
  1217.68000  6666.43000     0.00000     0.00000
  6221.05000  6666.43000     0.00000     0.00000
  6237.97000  6666.43000     0.00000     0.00000
 11527.70000  6666.43000     0.00000     0.00000
  1163.94000  6666.43000     0.00000     0.00000
  1369.29000  6666.43000     0.00000     0.00000
  1293.49000  6666.43000     0.00000     0.00000
  3340.32000  6666.43000     0.00000    76.21030
  3491.94000  6666.43000     0.00000   151.35870
  3416.13000  6666.43000     0.00000   119.28220
  1445.10000  6666.43000     0.00000     0.00000
  1520.91000  6666.43000     0.00000     0.00000
  1596.72000  6666.43000     0.00000     0.00000
  1672.53000  6666.43000     0.00000     0.00000
  1748.34000  6666.43000     0.00000     0.00000
  1824.15000  6666.43000     0.00000     0.00000
  1899.96000  6666.43000     0.00000     0.00000
  1975.76000  6666.43000     0.00000     0.00000
  2051.57000  6666.43000     0.00000     0.00000
  2127.38000  6666.43000     0.00000     0.00000
  2203.19000  6666.43000     0.00000     0.00000
  2279.00000  6666.43000     0.00000     0.00000
  2354.81000  6666.43000     0.00000     0.00000
  2430.62000  6666.43000     0.00000     0.00000
  2506.43000  6666.43000     0.00000     0.00000
  2582.23000  6666.43000     0.00000     0.00000
  2658.04000  6666.43000     0.00000    21.73390
  2733.85000  6666.43000     0.00000    30.76470
  2809.66000  6666.43000     0.00000    45.36330
  2885.47000  6666.43000     0.00000    55.15520
  2961.28000  6666.43000     0.00000    67.84190
  3037.09000  6666.43000     0.00000    50.42580
  3112.90000  6666.43000     0.00000    34.07940
  3188.70000  6666.43000     0.00000    45.35530
  3264.51000  6666.43000     0.00000    32.06960
  3567.75000  6666.43000     0.00000   176.41490
  3643.56000  6666.43000     0.00000   150.76580
  3719.36000  6666.43000     0.00000   152.14610
  3795.17000  6666.43000     0.00000   120.62820
  3870.98000  6666.43000     0.00000   193.18090
  3946.79000  6666.43000     0.00000   191.82590
  4022.60000  6666.43000     0.00000   247.83840
  4098.41000  6666.43000     0.00000   316.44810
  4174.22000  6666.43000     0.00000   378.79120
  4250.03000  6666.43000     0.00000   428.10260
  4325.83000  6666.43000     0.00000   458.20990
  4401.64000  6666.43000     0.00000   470.89380
  4477.45000  6666.43000     0.00000   485.37580
  4553.26000  6666.43000     0.00000   544.03930
  4629.07000  6666.43000     0.00000   555.52830
  4704.88000  6666.43000     0.00000   456.94150
  4780.69000  6666.43000     0.00000   354.86180
  4856.50000  6666.43000     0.00000   355.86950
  4932.30000  6666.43000     0.00000   390.96780
  5008.11000  6666.43000     0.00000   393.93030
  5083.92000  6666.43000     0.00000   263.50100
  5159.73000  6666.43000     0.00000   139.62020
  5235.54000  6666.43000     0.00000     0.00000
  5311.35000  6666.43000     0.00000     0.00000
  5387.16000  6666.43000     0.00000     0.00000
  5462.97000  6666.43000     0.00000     0.00000
  5538.77000  6666.43000     0.00000     0.00000
  5614.58000  6666.43000     0.00000     0.00000
  5690.39000  6666.43000     0.00000     0.00000
  5766.20000  6666.43000     0.00000     0.00000
  5842.01000  6666.43000     0.00000     0.00000
  5917.82000  6666.43000     0.00000     0.00000
  5993.63000  6666.43000     0.00000     0.00000
 11603.50000  6666.43000     0.00000    91.34210
 11679.30000  6666.43000     0.00000   168.81560
 11755.10000  6666.43000     0.00000   169.35290
 11830.90000  6666.43000     0.00000   203.73150
 11906.70000  6666.43000     0.00000   209.38800
 11982.50000  6666.43000     0.00000   228.17330
 12058.30000  6666.43000     0.00000   223.89370
 12134.10000  6666.43000     0.00000   243.96020
 12209.90000  6666.43000     0.00000   253.63850
 12285.80000  6666.43000     0.00000   239.50750
 12361.60000  6666.43000     0.00000   267.51710
 12437.40000  6666.43000     0.00000   347.24870
 12513.20000  6666.43000     0.00000   303.13720
 12589.00000  6666.43000     0.00000   287.11500
 12664.80000  6666.43000     0.00000   315.37970
 12740.60000  6666.43000     0.00000   314.50400
 12816.40000  6666.43000     0.00000   319.97030
 12892.20000  6666.43000     0.00000   260.80850
 12968.00000  6666.43000     0.00000   264.96560
 13043.80000  6666.43000     0.00000   250.47460
 13119.60000  6666.43000     0.00000   241.85480
 13195.50000  6666.43000     0.00000   219.18140
 13271.30000  6666.43000     0.00000   238.26190
 13347.10000  6666.43000     0.00000   234.89430
 13422.90000  6666.43000     0.00000   234.40510
 13498.70000  6666.43000     0.00000   231.10240
 13574.50000  6666.43000     0.00000   222.66420
 13650.30000  6666.43000     0.00000   236.63750
 13726.10000  6666.43000     0.00000   232.61410
 13801.90000  6666.43000     0.00000   185.62090
 13877.70000  6666.43000     0.00000   180.56900
 13953.50000  6666.43000     0.00000   180.78160
 14029.30000  6666.43000     0.00000   179.02280
 14105.20000  6666.43000     0.00000   183.88730
 14181.00000  6666.43000     0.00000   145.27260
 14256.80000  6666.43000     0.00000   144.96380
 14332.60000  6666.43000     0.00000   169.16740
 14408.40000  6666.43000     0.00000   174.44790
 14484.20000  6666.43000     0.00000   171.27230
 14560.00000  6666.43000     0.00000   173.13920
 14635.80000  6666.43000     0.00000   172.07820
 14711.60000  6666.43000     0.00000   147.22980
 14787.40000  6666.43000     0.00000   149.83770
 14863.20000  6666.43000     0.00000   153.62350
 14939.10000  6666.43000     0.00000   179.90770
 15014.90000  6666.43000     0.00000   183.72760
 15090.70000  6666.43000     0.00000   247.52750
 15166.50000  6666.43000     0.00000   243.78880
 15242.30000  6666.43000     0.00000   124.07100
 15318.10000  6666.43000     0.00000   153.16470
 15393.90000  6666.43000     0.00000   194.14910
 15469.70000  6666.43000     0.00000   196.41710
 15545.50000  6666.43000     0.00000   197.71180
 15621.30000  6666.43000     0.00000   200.24290
 15697.10000  6666.43000     0.00000   199.85780
 15773.00000  6666.43000     0.00000   203.49040
 15848.80000  6666.43000     0.00000   201.56880
 15924.60000  6666.43000     0.00000   203.77840
 16000.40000  6666.43000     0.00000   202.64150
 16076.20000  6666.43000     0.00000   207.01160
 16152.00000  6666.43000     0.00000   209.14600
 16227.80000  6666.43000     0.00000   208.40800
 16303.60000  6666.43000     0.00000   244.28330
 16379.40000  6666.43000     0.00000   246.26810
 16455.20000  6666.43000     0.00000   247.76670
 16531.00000  6666.43000     0.00000   249.70330
 16606.80000  6666.43000     0.00000   174.73780
 16682.70000  6666.43000     0.00000   175.73620
 16758.50000  6666.43000     0.00000   175.68920
 16834.30000  6666.43000     0.00000   207.63170
 16910.10000  6666.43000     0.00000   207.31700
 16985.90000  6666.43000     0.00000   207.58290
 17061.70000  6666.43000     0.00000   206.65060
 17137.50000  6666.43000     0.00000   232.61000
 17213.30000  6666.43000     0.00000   207.82930
 17289.10000  6666.43000     0.00000   209.07400
 17364.90000  6666.43000     0.00000   208.08590
 17440.70000  6666.43000     0.00000   207.38590
 17516.60000  6666.43000     0.00000   179.93780
 17592.40000  6666.43000     0.00000   185.87500
 17668.20000  6666.43000     0.00000   185.61000
 17744.00000  6666.43000     0.00000   186.29070
 17819.80000  6666.43000     0.00000   186.59520
 17895.60000  6666.43000     0.00000   211.85380
 17971.40000  6666.43000     0.00000   211.40580
 18047.20000  6666.43000     0.00000   185.78770
 18123.00000  6666.43000     0.00000   186.35180
 18198.80000  6666.43000     0.00000   184.85640
 18274.60000  6666.43000     0.00000   184.70340
 18350.40000  6666.43000     0.00000   165.38320
 18426.30000  6666.43000     0.00000   165.81410
 18502.10000  6666.43000     0.00000   210.13200
 18577.90000  6666.43000     0.00000   246.91020
 18653.70000  6666.43000     0.00000   243.43380
 18729.50000  6666.43000     0.00000   215.40290
 18805.30000  6666.43000     0.00000   213.78830
 18881.10000  6666.43000     0.00000   244.87560
 18956.90000  6666.43000     0.00000   201.19780
 19032.70000  6666.43000     0.00000   104.51500
 19108.50000  6666.43000     0.00000   208.26060
 19184.30000  6666.43000     0.00000   251.62850
 19260.20000  6666.43000     0.00000   204.50950
 19336.00000  6666.43000     0.00000   200.38280
 19411.80000  6666.43000     0.00000   252.51020
 19487.60000  6666.43000     0.00000   254.98150
 19563.40000  6666.43000     0.00000   199.31880
 19639.20000  6666.43000     0.00000   199.36930
 19715.00000  6666.43000     0.00000   199.34310
 19790.80000  6666.43000     0.00000   264.83040
 19866.60000  6666.43000     0.00000   198.16560
 19942.40000  6666.43000     0.00000   197.26920
 20018.20000  6666.43000     0.00000   246.43510
 20094.00000  6666.43000     0.00000   151.51170
 20169.90000  6666.43000     0.00000   149.02900
 20245.70000  6666.43000     0.00000   244.87260
 20321.50000  6666.43000     0.00000   240.57140
 20397.30000  6666.43000     0.00000   133.15860
 20473.10000  6666.43000     0.00000   148.71990
 20548.90000  6666.43000     0.00000   147.57370
 20624.70000  6666.43000     0.00000   135.09510
 20700.50000  6666.43000     0.00000   133.00770
 20776.30000  6666.43000     0.00000   134.02330
 20852.10000  6666.43000     0.00000   249.53910
 20927.90000  6666.43000     0.00000   122.31950
 21003.80000  6666.43000     0.00000     0.00000
 21079.60000  6666.43000     0.00000   251.75970
 21155.40000  6666.43000     0.00000     0.00000
 21231.20000  6666.43000     0.00000   108.18380
 21307.00000  6666.43000     0.00000   282.10360
 21382.80000  6666.43000     0.00000   252.30700
 21458.60000  6666.43000     0.00000   251.18130
 21534.40000  6666.43000     0.00000   120.72850
 21610.20000  6666.43000     0.00000     0.00000
 21686.00000  6666.43000     0.00000     0.00000
 21761.80000  6666.43000     0.00000   197.15320
 21837.60000  6666.43000     0.00000   197.17820
 21913.50000  6666.43000     0.00000   257.28370
 21989.30000  6666.43000     0.00000   212.00380
 22065.10000  6666.43000     0.00000   268.85720
 22140.90000  6666.43000     0.00000   266.73940
 22216.70000  6666.43000     0.00000   213.66180
 22292.50000  6666.43000     0.00000   264.66860
